order_id,order_date,ship_date,customer_id,segment,city,state,region,category,product_name,sales,quantity,discount,profit,unit_price,latitude,longitude,year,month,quarter,month_name,profit_margin
ORD-10098,2022-11-09,2022-11-13,CUST-86099,Home Office,Chicago,IL,Central,Furniture,Conference Tables,830.25,18,0.1,169.05,51.25,41.7324,-88.0891,2022,11,4,Nov,0.2036
ORD-10100,2021-12-08,2021-12-14,CUST-43386,Corporate,Chicago,IL,Central,Technology,Smartwatches,3755.23,11,0.5,-620.34,682.77,41.9283,-87.6485,2021,12,4,Dec,-0.1652
ORD-10105,2023-01-07,2023-01-13,CUST-51145,Home Office,Jacksonville,FL,East,Furniture,Office Chairs,499.09,7,0.15,83.98,83.88,29.9054,-81.7762,2023,1,1,Jan,0.1683
ORD-10109,2023-09-27,2023-10-01,CUST-98777,Corporate,Jacksonville,FL,East,Furniture,Rugs,2267.32,11,0.2,278.57,257.65,30.0893,-81.6984,2023,9,3,Sep,0.1229
ORD-10112,2023-01-27,2023-02-03,CUST-70946,Corporate,Phoenix,AZ,West,Office Supplies,Binders,31.96,1,0.5,0.65,63.93,34.0159,-112.0176,2023,1,1,Jan,0.0203
ORD-10115,2022-08-27,2022-09-03,CUST-22240,Home Office,Austin,TX,South,Office Supplies,Paper Reams,164.37,6,0.5,2.12,54.79,30.2477,-98.3156,2022,8,3,Aug,0.0129
ORD-10119,2020-10-28,2020-10-29,CUST-64321,Consumer,Las Vegas,NV,West,Furniture,Filing Cabinets,791.7,2,0.0,236.46,395.85,36.1881,-114.401,2020,10,4,Oct,0.2987
ORD-10123,2022-03-29,2022-03-31,CUST-38683,Corporate,Las Vegas,NV,West,Office Supplies,Scissors,306.6,5,0.0,119.69,61.32,36.2605,-115.1504,2022,3,1,Mar,0.3904
ORD-10128,2023-02-15,2023-02-17,CUST-51588,Consumer,Las Vegas,NV,West,Office Supplies,Tape,132.17,4,0.4,2.85,55.07,36.5128,-114.9144,2023,2,1,Feb,0.0216
ORD-10131,2023-01-27,2023-01-31,CUST-78327,Corporate,New Orleans,LA,South,Office Supplies,Folders,139.31,6,0.05,55.66,24.44,29.6772,-89.6492,2023,1,1,Jan,0.3995
ORD-10133,2020-06-07,2020-06-13,CUST-29769,Corporate,Memphis,TN,South,Technology,Printers,3900.2,10,0.0,584.67,390.02,35.3261,-89.3929,2020,6,2,Jun,0.1499
ORD-10137,2021-03-14,2021-03-15,CUST-61049,Home Office,Denver,CO,West,Office Supplies,Staplers,481.19,14,0.05,149.4,36.18,39.5701,-104.9501,2021,3,1,Mar,0.3105
ORD-10142,2021-12-21,2021-12-24,CUST-38906,Consumer,Charlotte,NC,East,Furniture,Lamps,5960.29,13,0.4,-269.25,764.14,34.7648,-80.8194,2021,12,4,Dec,-0.0452
ORD-10144,2020-02-29,2020-03-04,CUST-91560,Corporate,Miami,FL,South,Furniture,Standing Desks,4963.19,11,0.3,34.17,644.57,25.9121,-80.4658,2020,2,1,Feb,0.0069
ORD-10147,2020-02-25,2020-02-26,CUST-37742,Home Office,Baltimore,MD,East,Office Supplies,Envelopes,98.22,14,0.2,31.18,8.77,39.055,-76.7066,2020,2,1,Feb,0.3175
ORD-10149,2022-05-13,2022-05-16,CUST-95215,Corporate,Nashville,TN,South,Furniture,Standing Desks,1547.21,3,0.15,341.43,606.75,35.8007,-86.7118,2022,5,2,May,0.2207
ORD-10154,2021-02-12,2021-02-19,CUST-38569,Consumer,Jacksonville,FL,East,Technology,Laptops,950.94,1,0.0,271.36,950.94,29.8478,-81.5946,2021,2,1,Feb,0.2854
ORD-10155,2023-05-25,2023-05-30,CUST-50888,Consumer,Memphis,TN,South,Furniture,Conference Tables,312.2,4,0.5,-27.16,156.1,35.3845,-90.4211,2023,5,2,May,-0.087
ORD-10156,2023-04-27,2023-05-03,CUST-84177,Consumer,Austin,TX,South,Office Supplies,Paper Reams,275.08,8,0.5,-18.16,68.77,30.4266,-97.6509,2023,4,2,Apr,-0.066
ORD-10157,2022-01-28,2022-01-29,CUST-66822,Home Office,Boston,MA,East,Office Supplies,Scissors,434.35,17,0.3,74.94,36.5,42.4639,-71.264,2022,1,1,Jan,0.1725
ORD-10161,2020-12-26,2021-01-01,CUST-70931,Corporate,St. Louis,MO,Central,Furniture,Bookshelves,2427.19,17,0.4,-20.36,237.96,38.7179,-90.4143,2020,12,4,Dec,-0.0084
ORD-10166,2021-05-17,2021-05-24,CUST-97580,Corporate,Memphis,TN,South,Office Supplies,Binders,91.94,3,0.5,8.58,61.29,35.2921,-90.4074,2021,5,2,May,0.0933
ORD-10169,2021-01-07,2021-01-11,CUST-82848,Corporate,Nashville,TN,South,Technology,Headphones,1975.75,7,0.5,-290.78,564.5,35.8776,-86.5439,2021,1,1,Jan,-0.1472
ORD-10173,2022-04-12,2022-04-16,CUST-12260,Consumer,Charlotte,NC,East,Technology,Smartphones,14481.68,18,0.3,549.29,1149.34,34.9838,-80.551,2022,4,2,Apr,0.0379
ORD-10176,2021-05-13,2021-05-16,CUST-56112,Home Office,Boston,MA,East,Technology,Mice,6669.91,19,0.4,-529.33,585.08,42.6066,-70.491,2021,5,2,May,-0.0794
ORD-10178,2020-09-04,2020-09-10,CUST-38361,Consumer,Nashville,TN,South,Furniture,Sofas,4214.14,7,0.0,1212.54,602.02,35.9439,-87.0469,2020,9,3,Sep,0.2877
ORD-10179,2023-05-07,2023-05-10,CUST-80010,Home Office,Nashville,TN,South,Office Supplies,Envelopes,115.45,4,0.1,32.23,32.07,36.1469,-86.6777,2023,5,2,May,0.2792
ORD-10184,2021-08-21,2021-08-27,CUST-47268,Home Office,Seattle,WA,West,Technology,Laptops,4874.55,5,0.0,1139.84,974.91,47.8582,-122.3261,2021,8,3,Aug,0.2338
ORD-10185,2020-04-15,2020-04-18,CUST-29887,Consumer,Austin,TX,South,Furniture,Conference Tables,642.48,16,0.5,-17.55,80.31,30.1906,-96.9239,2020,4,2,Apr,-0.0273
ORD-10189,2020-08-30,2020-09-04,CUST-69049,Consumer,Phoenix,AZ,West,Furniture,Desks,5366.51,14,0.4,60.55,638.87,33.1929,-112.3913,2020,8,3,Aug,0.0113
ORD-10191,2023-03-10,2023-03-15,CUST-44687,Corporate,Nashville,TN,South,Office Supplies,Scissors,144.53,2,0.05,55.52,76.07,36.103,-86.5658,2023,3,1,Mar,0.3841
ORD-10193,2020-06-02,2020-06-04,CUST-47762,Home Office,Philadelphia,PA,East,Technology,Tablets,642.35,1,0.0,156.52,642.35,39.9282,-75.414,2020,6,2,Jun,0.2437
ORD-10195,2021-04-23,2021-04-26,CUST-94886,Home Office,St. Louis,MO,Central,Furniture,Desks,8537.69,19,0.4,-817.42,748.92,38.496,-89.9431,2021,4,2,Apr,-0.0957
ORD-10196,2020-12-05,2020-12-12,CUST-71433,Consumer,Seattle,WA,West,Technology,Smartphones,6389.67,10,0.3,-59.39,912.81,47.2363,-122.278,2020,12,4,Dec,-0.0093
ORD-10201,2023-01-10,2023-01-14,CUST-42816,Home Office,St. Louis,MO,Central,Furniture,Sofas,773.8,15,0.15,154.19,60.69,38.3648,-90.1539,2023,1,1,Jan,0.1993
ORD-10205,2020-02-12,2020-02-19,CUST-46458,Home Office,New York,NY,East,Technology,Smartwatches,4782.02,9,0.4,-464.28,885.56,40.3671,-73.9027,2020,2,1,Feb,-0.0971
ORD-10209,2022-08-20,2022-08-23,CUST-74942,Consumer,Phoenix,AZ,West,Furniture,Lamps,6497.4,14,0.15,1351.71,546.0,33.7749,-111.7539,2022,8,3,Aug,0.208
ORD-10210,2022-07-20,2022-07-21,CUST-96200,Consumer,St. Louis,MO,Central,Furniture,Rugs,787.12,11,0.4,-69.96,119.26,38.3487,-90.0455,2022,7,3,Jul,-0.0889
ORD-10212,2022-01-10,2022-01-15,CUST-47752,Home Office,Austin,TX,South,Technology,Monitors,9185.66,16,0.4,-682.59,956.84,30.4245,-96.5842,2022,1,1,Jan,-0.0743
ORD-10213,2023-07-14,2023-07-19,CUST-39451,Consumer,Memphis,TN,South,Furniture,Desks,1723.39,8,0.2,290.47,269.28,35.4907,-89.7638,2023,7,3,Jul,0.1685
ORD-10218,2021-08-20,2021-08-25,CUST-28958,Corporate,Baltimore,MD,East,Technology,Tablets,4110.5,9,0.3,51.67,652.46,39.1954,-76.3823,2021,8,3,Aug,0.0126
ORD-10221,2020-10-06,2020-10-13,CUST-10336,Home Office,Miami,FL,South,Office Supplies,Folders,65.02,3,0.4,2.69,36.12,25.699,-80.3356,2020,10,4,Oct,0.0414
ORD-10225,2023-09-13,2023-09-17,CUST-69682,Home Office,St. Louis,MO,Central,Furniture,Wardrobes,1208.82,5,0.4,-19.23,402.94,39.3244,-90.7602,2023,9,3,Sep,-0.0159
ORD-10229,2022-02-23,2022-02-25,CUST-96991,Home Office,Dallas,TX,Central,Office Supplies,Paper Reams,648.37,14,0.2,177.86,57.89,32.2962,-96.9416,2022,2,1,Feb,0.2743
ORD-10230,2023-04-23,2023-04-26,CUST-28894,Home Office,Denver,CO,West,Technology,Tablets,3689.22,4,0.3,127.08,1317.58,39.7593,-105.3033,2023,4,2,Apr,0.0344
ORD-10234,2021-06-26,2021-06-29,CUST-51505,Corporate,Memphis,TN,South,Technology,Smartphones,12653.04,20,0.4,-1717.84,1054.42,35.3539,-90.2691,2021,6,2,Jun,-0.1358
ORD-10235,2021-04-25,2021-05-01,CUST-68153,Consumer,New Orleans,LA,South,Technology,Smartwatches,14962.7,10,0.0,3453.73,1496.27,29.9637,-90.2655,2021,4,2,Apr,0.2308
ORD-10239,2021-10-26,2021-11-02,CUST-84177,Consumer,Las Vegas,NV,West,Furniture,Office Chairs,382.36,2,0.4,33.34,318.63,36.3602,-115.7475,2021,10,4,Oct,0.0872
ORD-10243,2022-02-22,2022-02-27,CUST-43466,Home Office,San Francisco,CA,West,Technology,Smartphones,5555.66,8,0.1,829.59,771.62,37.5715,-122.1643,2022,2,1,Feb,0.1493
ORD-10247,2020-05-31,2020-06-04,CUST-49599,Consumer,Baltimore,MD,East,Furniture,Rugs,2811.78,12,0.1,507.17,260.35,39.2556,-76.4585,2020,5,2,May,0.1804
ORD-10250,2022-02-20,2022-02-25,CUST-11061,Consumer,Denver,CO,West,Furniture,Desks,7625.95,12,0.2,1397.74,794.37,39.3799,-105.0804,2022,2,1,Feb,0.1833
ORD-10251,2021-04-16,2021-04-21,CUST-92242,Corporate,Charlotte,NC,East,Office Supplies,Tape,285.6,12,0.0,107.46,23.8,35.034,-80.3104,2021,4,2,Apr,0.3763
ORD-10253,2022-01-17,2022-01-23,CUST-27322,Home Office,Boston,MA,East,Furniture,Office Chairs,1286.2,5,0.0,411.9,257.24,41.9817,-70.7846,2022,1,1,Jan,0.3202
ORD-10257,2021-06-10,2021-06-17,CUST-19869,Consumer,Kansas City,MO,Central,Office Supplies,Binders,1124.48,16,0.0,569.11,70.28,39.4097,-95.0358,2021,6,2,Jun,0.5061
ORD-10262,2022-01-19,2022-01-20,CUST-59941,Home Office,San Francisco,CA,West,Office Supplies,Scissors,457.59,13,0.1,135.35,39.11,38.1501,-122.6323,2022,1,1,Jan,0.2958
ORD-10265,2020-02-21,2020-02-26,CUST-95097,Corporate,Chicago,IL,Central,Office Supplies,Paper Reams,674.98,18,0.3,122.98,53.57,42.0824,-87.9281,2020,2,1,Feb,0.1822
ORD-10268,2021-09-15,2021-09-19,CUST-97881,Consumer,Atlanta,GA,South,Technology,Laptops,534.6,4,0.3,-12.28,190.93,32.7776,-84.6973,2021,9,3,Sep,-0.023
ORD-10270,2023-09-03,2023-09-04,CUST-68115,Corporate,New Orleans,LA,South,Office Supplies,Staplers,353.33,16,0.15,94.47,25.98,29.5757,-89.5803,2023,9,3,Sep,0.2674
ORD-10271,2022-01-22,2022-01-27,CUST-96870,Home Office,Miami,FL,South,Furniture,Desks,2036.41,12,0.3,-23.43,242.43,25.638,-80.1508,2022,1,1,Jan,-0.0115
ORD-10276,2020-04-13,2020-04-20,CUST-37152,Consumer,Las Vegas,NV,West,Office Supplies,Envelopes,520.74,11,0.0,245.82,47.34,35.7392,-114.7911,2020,4,2,Apr,0.4721
ORD-10277,2020-01-06,2020-01-09,CUST-27275,Home Office,San Francisco,CA,West,Furniture,Bookshelves,2229.85,5,0.0,670.1,445.97,37.4755,-122.2814,2020,1,1,Jan,0.3005
ORD-10281,2020-02-02,2020-02-04,CUST-68756,Corporate,Boston,MA,East,Technology,Smartwatches,1133.82,9,0.0,260.73,125.98,42.1799,-71.0391,2020,2,1,Feb,0.23
ORD-10284,2022-10-28,2022-10-30,CUST-70036,Corporate,Kansas City,MO,Central,Office Supplies,Notebooks,840.24,20,0.4,51.03,70.02,39.1341,-94.3814,2022,10,4,Oct,0.0607
ORD-10289,2023-11-06,2023-11-07,CUST-29442,Corporate,New York,NY,East,Furniture,Standing Desks,5052.94,16,0.15,1310.23,371.54,40.3387,-73.3701,2023,11,4,Nov,0.2593
ORD-10294,2023-04-13,2023-04-18,CUST-66387,Home Office,Philadelphia,PA,East,Furniture,Wardrobes,3233.93,11,0.4,-380.32,489.99,39.9045,-74.9835,2023,4,2,Apr,-0.1176
ORD-10298,2021-03-16,2021-03-20,CUST-22463,Home Office,Jacksonville,FL,East,Technology,Cameras,16052.76,15,0.2,1188.7,1337.73,30.1432,-81.7124,2021,3,1,Mar,0.074
ORD-10301,2020-11-08,2020-11-14,CUST-27054,Corporate,Minneapolis,MN,Central,Furniture,Sofas,10727.36,16,0.0,2953.78,670.46,44.8032,-93.0151,2020,11,4,Nov,0.2754
ORD-10304,2023-10-04,2023-10-05,CUST-88696,Corporate,Charlotte,NC,East,Office Supplies,Folders,857.78,14,0.0,358.42,61.27,35.0221,-80.5701,2023,10,4,Oct,0.4178
ORD-10305,2021-03-11,2021-03-13,CUST-46512,Home Office,Houston,TX,Central,Technology,Smartwatches,5102.18,16,0.15,588.61,375.16,30.0039,-95.1811,2021,3,1,Mar,0.1154
ORD-10306,2023-10-14,2023-10-20,CUST-33647,Home Office,Denver,CO,West,Office Supplies,Envelopes,1088.8,18,0.1,303.29,67.21,39.5719,-104.7558,2023,10,4,Oct,0.2786
ORD-10307,2020-01-13,2020-01-15,CUST-79531,Corporate,St. Louis,MO,Central,Furniture,Conference Tables,1693.0,5,0.0,559.57,338.6,38.6237,-90.1648,2020,1,1,Jan,0.3305
ORD-10308,2020-11-18,2020-11-21,CUST-30392,Corporate,Denver,CO,West,Furniture,Lamps,6281.6,10,0.0,2285.77,628.16,39.5625,-104.8159,2020,11,4,Nov,0.3639
ORD-10309,2022-06-26,2022-07-02,CUST-55242,Corporate,Phoenix,AZ,West,Technology,Smartphones,6335.36,14,0.4,-697.58,754.21,33.3847,-111.7404,2022,6,2,Jun,-0.1101
ORD-10311,2022-12-15,2022-12-21,CUST-49507,Corporate,Atlanta,GA,South,Furniture,Wardrobes,3343.5,10,0.0,1141.04,334.35,33.9941,-83.9984,2022,12,4,Dec,0.3413
ORD-10316,2020-09-02,2020-09-03,CUST-83233,Corporate,San Francisco,CA,West,Furniture,Sofas,2512.26,16,0.05,655.83,165.28,37.9746,-122.5131,2020,9,3,Sep,0.2611
ORD-10319,2020-02-08,2020-02-12,CUST-25096,Corporate,Chicago,IL,Central,Furniture,Office Chairs,1135.99,3,0.2,177.45,473.33,41.811,-87.6209,2020,2,1,Feb,0.1562
ORD-10323,2022-07-31,2022-08-07,CUST-78676,Home Office,Atlanta,GA,South,Furniture,Bookshelves,4081.5,12,0.5,-286.69,680.25,33.5045,-83.7623,2022,7,3,Jul,-0.0702
ORD-10326,2021-11-13,2021-11-20,CUST-56019,Consumer,Baltimore,MD,East,Furniture,Conference Tables,2950.21,6,0.05,618.66,517.58,38.9257,-76.2626,2021,11,4,Nov,0.2097
ORD-10330,2021-02-08,2021-02-10,CUST-83889,Corporate,San Francisco,CA,West,Technology,Tablets,3803.24,20,0.3,74.48,271.66,37.9572,-122.2315,2021,2,1,Feb,0.0196
ORD-10335,2023-07-08,2023-07-11,CUST-17362,Corporate,Memphis,TN,South,Office Supplies,Envelopes,235.58,5,0.1,75.24,52.35,34.8808,-90.0273,2023,7,3,Jul,0.3194
ORD-10340,2022-07-14,2022-07-15,CUST-87867,Corporate,Kansas City,MO,Central,Technology,Printers,1169.34,2,0.0,217.66,584.67,39.3925,-94.6241,2022,7,3,Jul,0.1861
ORD-10341,2020-03-25,2020-03-29,CUST-69050,Home Office,Austin,TX,South,Office Supplies,Folders,772.73,19,0.0,277.2,40.67,30.1736,-97.6161,2020,3,1,Mar,0.3587
ORD-10346,2023-08-16,2023-08-18,CUST-30807,Home Office,Boston,MA,East,Office Supplies,Notebooks,45.55,2,0.4,2.36,37.96,42.1133,-70.9869,2023,8,3,Aug,0.0518
ORD-10347,2021-11-23,2021-11-29,CUST-83133,Corporate,Houston,TX,Central,Furniture,Standing Desks,8768.26,20,0.15,1685.68,515.78,29.6079,-95.5113,2021,11,4,Nov,0.1922
ORD-10349,2021-11-13,2021-11-14,CUST-87993,Consumer,Nashville,TN,South,Furniture,Wardrobes,11185.53,19,0.2,1695.75,735.89,35.7356,-87.2022,2021,11,4,Nov,0.1516
ORD-10350,2021-11-03,2021-11-10,CUST-94675,Home Office,Boston,MA,East,Office Supplies,Scissors,181.23,5,0.4,7.99,60.41,42.296,-70.9667,2021,11,4,Nov,0.0441
ORD-10352,2021-09-24,2021-09-26,CUST-20114,Corporate,New Orleans,LA,South,Furniture,Office Chairs,4339.58,7,0.0,1622.0,619.94,30.2073,-90.118,2021,9,3,Sep,0.3738
ORD-10354,2022-12-14,2022-12-15,CUST-33703,Home Office,Chicago,IL,Central,Office Supplies,Folders,547.69,11,0.0,218.56,49.79,41.5492,-87.6556,2022,12,4,Dec,0.3991
ORD-10356,2022-01-16,2022-01-22,CUST-79993,Corporate,Las Vegas,NV,West,Furniture,Office Chairs,2800.9,8,0.3,127.63,500.16,36.2668,-115.3882,2022,1,1,Jan,0.0456
ORD-10360,2023-10-21,2023-10-26,CUST-31241,Corporate,Seattle,WA,West,Furniture,Filing Cabinets,2222.64,15,0.4,13.26,246.96,48.0698,-122.3626,2023,10,4,Oct,0.006
ORD-10363,2023-08-06,2023-08-10,CUST-20993,Consumer,Phoenix,AZ,West,Technology,Printers,10248.96,12,0.0,2460.63,854.08,33.657,-112.1904,2023,8,3,Aug,0.2401
ORD-10364,2022-06-14,2022-06-15,CUST-61964,Consumer,Seattle,WA,West,Furniture,Rugs,4551.42,8,0.2,688.2,711.16,47.6138,-122.3007,2022,6,2,Jun,0.1512
ORD-10366,2021-04-04,2021-04-05,CUST-15020,Corporate,Dallas,TX,Central,Furniture,Desks,7437.87,11,0.0,1943.88,676.17,32.7874,-96.6506,2021,4,2,Apr,0.2613
ORD-10371,2022-08-18,2022-08-22,CUST-89807,Home Office,Minneapolis,MN,Central,Office Supplies,Staplers,483.8,20,0.0,228.62,24.19,45.2678,-92.624,2022,8,3,Aug,0.4726
ORD-10375,2020-09-06,2020-09-07,CUST-88215,Corporate,Atlanta,GA,South,Furniture,Filing Cabinets,5130.4,8,0.0,1342.28,641.3,34.0117,-84.335,2020,9,3,Sep,0.2616
ORD-10376,2020-10-21,2020-10-24,CUST-78614,Consumer,Jacksonville,FL,East,Office Supplies,Envelopes,669.2,14,0.0,340.95,47.8,30.0875,-81.9019,2020,10,4,Oct,0.5095
ORD-10379,2022-11-05,2022-11-10,CUST-12128,Home Office,Chicago,IL,Central,Office Supplies,Folders,44.78,1,0.15,11.2,52.68,41.2128,-87.8077,2022,11,4,Nov,0.2501
ORD-10382,2023-09-07,2023-09-13,CUST-81567,Home Office,Chicago,IL,Central,Furniture,Filing Cabinets,2384.36,4,0.0,624.81,596.09,41.8951,-87.5475,2023,9,3,Sep,0.262
ORD-10383,2022-09-07,2022-09-13,CUST-48462,Home Office,St. Louis,MO,Central,Technology,Headphones,5152.01,6,0.3,380.26,1226.67,38.9151,-90.3731,2022,9,3,Sep,0.0738
ORD-10386,2021-09-27,2021-10-02,CUST-56789,Corporate,Los Angeles,CA,West,Technology,Laptops,18330.24,13,0.05,2476.04,1484.23,34.1976,-118.6361,2021,9,3,Sep,0.1351
ORD-10390,2022-01-23,2022-01-27,CUST-75211,Consumer,Jacksonville,FL,East,Furniture,Sofas,9345.31,13,0.0,3659.37,718.87,30.6838,-81.7908,2022,1,1,Jan,0.3916
ORD-10391,2022-05-19,2022-05-20,CUST-20494,Home Office,Kansas City,MO,Central,Furniture,Desks,7892.08,14,0.15,744.56,663.2,39.5062,-94.6144,2022,5,2,May,0.0943
ORD-10396,2023-05-19,2023-05-25,CUST-67008,Corporate,St. Louis,MO,Central,Furniture,Sofas,4424.54,14,0.15,1070.26,371.81,38.1517,-90.3798,2023,5,2,May,0.2419
ORD-10398,2023-07-29,2023-08-02,CUST-89635,Home Office,St. Louis,MO,Central,Technology,Smartphones,9527.64,12,0.0,2098.58,793.97,38.6441,-90.335,2023,7,3,Jul,0.2203
ORD-10401,2023-08-14,2023-08-17,CUST-58760,Consumer,Atlanta,GA,South,Technology,Smartphones,5083.18,12,0.3,56.64,605.14,33.4297,-84.4327,2023,8,3,Aug,0.0111
ORD-10405,2022-01-21,2022-01-25,CUST-77861,Home Office,Atlanta,GA,South,Office Supplies,Staplers,148.61,11,0.0,60.34,13.51,33.9043,-84.1765,2022,1,1,Jan,0.406
